,Title,"Band Gap, HSE06","Dielectric Constant, Electronic",EBE
2493,C3H10NPbI3,2.59,4.66,-1.962382608199727e+30
2495,C3H10NPbI3,2.54,4.82,-1.8972412768072048e+30
2497,C3H10NPbI3,2.52,4.85,-1.8855057637547894e+30
2499,C3H10NPbI3,3.42,3.99,-2.2919055023084533e+30
2501,C3H10NPbI3,3.22,4.09,-2.2358686929610586e+30
2503,C3H10NPbI3,3.36,4.13,-2.2142137903657937e+30
2505,C3H10NPbI3,3.23,4.12,-2.2195880956822155e+30
2507,C3H10NPbI3,3.22,4.09,-2.2358686929610586e+30
2509,C3H10NPbI3,2.68,4.32,-2.1168293875487796e+30
2511,C4H12NPbI3,2.73,4.22,-2.16699122137695e+30
2513,C4H12NPbI3,2.78,4.17,-2.1929743295469374e+30
2515,C4H12NPbI3,2.88,4.35,-2.1022305641863745e+30
2517,C4H12NPbI3,3.38,3.71,-2.4648795024826765e+30
2519,C3H10NPbI3,2.75,4.78,-1.9131177728474328e+30
2521,C3H10NPbI3,2.68,4.82,-1.8972412768072048e+30
2523,C3H10NPbI3,2.74,4.8,-1.905146448793902e+30
2525,C3H10NPbI3,2.66,4.84,-1.8894014368203984e+30
2527,C3H10NPbI3,2.62,4.8,-1.905146448793902e+30
2529,C3H10NPbI3,3.42,3.96,-2.309268422780487e+30
2531,C3H10NPbI3,3.25,4.03,-2.2691570605981957e+30
2533,C3H10NPbI3,3.39,3.94,-2.3209905975154134e+30
2535,C3H10NPbI3,3.57,3.93,-2.326896426007819e+30
2537,C3H10NPbI3,3.39,4.17,-2.1929743295469374e+30
2539,C2H8NPbI3,2.57,4.99,-1.8326058024470399e+30
2541,C2H8NPbI3,2.57,4.98,-1.8362857337772548e+30
2543,C2H8NPbI3,2.55,4.98,-1.8362857337772548e+30
2545,C2H8NPbI3,2.52,5.02,-1.8216539749423762e+30
2547,C2H8NPbI3,3.15,4.5,-2.0321562120468285e+30
2549,C2H8NPbI3,3.18,4.21,-2.1721384689336648e+30
2551,C2H8NPbI3,3.11,4.7,-1.945681479619304e+30
2553,C2H7N2PbI3,2.48,5.05,-1.8108322681605402e+30
2555,C2H7N2PbI3,2.49,5.02,-1.8216539749423762e+30
2557,C2H7N2PbI3,2.46,5.11,-1.7895700497476964e+30
2559,C2H7N2PbI3,3.11,4.48,-2.041228337993466e+30
2561,C2H7N2PbI3,3.15,4.51,-2.0276503224414033e+30
2563,C2H7N2PbI3,3.23,4.34,-2.1070744134126102e+30
2565,CH6NPbI3,2.53,5.0,-1.8289405908421456e+30
2567,CH6NPbI3,2.46,5.08,-1.8001383768131355e+30
2569,CH6NPbI3,2.85,4.79,-1.9091237900231167e+30
2571,CH6NPbI3,3.32,4.53,-2.018698223887578e+30
2573,CH6NPbI3,3.03,4.77,-1.9171285019309707e+30
2575,CH6NPbI3,2.89,4.97,-1.8399804736842514e+30
2577,CH6N3PbI3,2.5,5.34,-1.712491189927103e+30
2579,CH6N3PbI3,2.36,5.34,-1.712491189927103e+30
2581,CH6N3PbI3,2.89,4.69,-1.9498300542027137e+30
2583,H4NOPb3I,2.82,5.18,-1.765386670697052e+30
2585,H4NOPb3I,2.79,5.23,-1.7485091690651486e+30
2587,H4NOPb3I,2.86,5.23,-1.7485091690651486e+30
2589,H4NOPb3I,2.78,5.22,-1.7518588034886453e+30
2591,H4NOPb3I,3.12,5.06,-1.80725354826299e+30
2593,H4NOPb3I,2.94,5.05,-1.8108322681605402e+30
2595,H4NOPb3I,3.04,5.23,-1.7485091690651486e+30
2597,CH5N2PbI3,2.37,5.27,-1.7352377522221498e+30
2599,CH5N2PbI3,2.63,4.98,-1.8362857337772548e+30
2601,CH5N2PbI3,3.28,4.59,-1.9923100118106163e+30
2603,C4H12NPbI3,2.55,4.89,-1.8700824037240755e+30
2605,C4H12NPbI3,2.54,4.88,-1.8739145397972805e+30
2607,C4H12NPbI3,3.23,3.92,-2.332832386278247e+30
2609,H5N2PbI3,2.56,5.04,-1.8144251893275254e+30
2611,H5N2PbI3,2.65,5.16,-1.7722292546920016e+30
2613,H5N2PbI3,2.94,5.1,-1.7930790106295548e+30
2615,H5N2PbI3,3.21,4.91,-1.8624649601243847e+30
2617,H5N2PbI3,2.79,5.2,-1.7585967219636014e+30
2619,H5N2PbI3,3.35,5.03,-1.8180323964633655e+30
2621,H5N2PbI3,2.86,5.21,-1.7552212963936138e+30
2623,H5N2PbI3,2.64,5.16,-1.7722292546920016e+30
2625,H5N2PbI3,2.79,5.19,-1.7619851549538973e+30
2627,H4NPbI3,3.31,4.63,-1.975097830283095e+30
2629,H4NPbI3,2.85,4.78,-1.9131177728474328e+30
2631,H4NPbI3,3.27,4.67,-1.9581805041136464e+30
2633,C3H10NPbI3,2.45,4.89,-1.8700824037240755e+30
2635,C3H10NPbI3,2.49,4.83,-1.8933132410374178e+30
2637,C3H10NPbI3,2.57,4.98,-1.8362857337772548e+30
2639,C3H10NPbI3,2.62,5.0,-1.8289405908421456e+30
2641,C3H10NPbI3,2.81,4.65,-1.9666027858517693e+30
2643,C3H10NPbI3,2.6,5.03,-1.8180323964633655e+30
2645,C3H10NPbI3,2.47,4.84,-1.8894014368203984e+30
2647,C3H10NPbI3,3.12,4.06,-2.2523898901996872e+30
2649,C3H10NPbI3,3.07,4.4,-2.0783415805024383e+30
2651,C3H10NPbI3,3.09,4.38,-2.087831724705646e+30
2653,C3H10NPbI3,3.14,4.39,-2.0830758437837652e+30
2655,C3H10NPbI3,3.31,4.16,-2.198245902454502e+30
2657,C3H8NPbI3,2.4,5.16,-1.7722292546920016e+30
2659,C3H8NPbI3,2.34,5.2,-1.7585967219636014e+30
2661,C3H8NPbI3,2.48,5.1,-1.7930790106295548e+30
2663,C3H8NPbI3,2.32,5.22,-1.7518588034886453e+30
2665,C3H8NPbI3,2.85,4.62,-1.979372933811846e+30
2667,C3H8NPbI3,2.97,4.63,-1.975097830283095e+30
2669,C3H8NPbI3,2.99,4.65,-1.9666027858517693e+30
2671,C3H8NPbI3,3.24,4.6,-1.9879789030892892e+30
2673,C3H8NPbI3,3.4,4.28,-2.1366128397688615e+30
2675,C3H8NPbI3,3.38,4.29,-2.131632390258911e+30
2677,C3H8NPbI3,3.06,4.64,-1.9708411539247264e+30
2679,C3H8NPbI3,3.21,4.57,-2.0010290928251048e+30
2681,C3H8NPbI3,3.12,4.66,-1.962382608199727e+30
2683,C3H8NPbI3,3.34,4.14,-2.2088654478769877e+30
2685,C3H8NPbI3,3.25,4.16,-2.198245902454502e+30
2687,C3H5N2PbI3,2.37,5.06,-1.80725354826299e+30
2689,C3H5N2PbI3,2.35,5.2,-1.7585967219636014e+30
2691,C3H5N2PbI3,2.39,5.25,-1.7418481817544245e+30
2693,C3H5N2PbI3,2.51,5.17,-1.7688013451084582e+30
2695,C3H5N2PbI3,3.1,4.52,-2.0231643704006037e+30
2697,C3H5N2PbI3,3.15,4.54,-2.0142517520287948e+30
